FID,Name,Type,r2_PCs,r2_Residuals,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel,Label
cpvl,CPVL,Proteins,0.00543,0.9812,0.00236,0.0015,,0.00273,0.0,0.00079,0.00368,0.00051,,,3e-05,,,,0.0001,0.001,0.00066,4e-17,,2e-19,9e-07,,8.000000000000001e-28,0.9,0.0003,4.999999999999999e-32,2e-06,,,0.3,,,,0.5,1.0,7e-08,cpvl
cpxm1,CPXM1,Proteins,0.00358,0.97323,0.00272,0.00266,,0.00145,0.00011,0.00082,0.00224,0.00333,,,0.00798,,,,5e-05,0.00181,0.0,5e-14,,9.999999999999999e-27,1e-15,,1e-15,0.03,0.0002,4e-22,1e-33,,,5e-78,,,,0.8,0.8,1.0,cpxm
cpxm2,CPXM2,Proteins,0.00478,0.87324,0.06108,0.00188,,0.04617,0.00112,0.00059,0.00548,0.00088,,,0.00084,,,,0.00012,0.00106,0.00276,3e-16,,0.0,3e-11,,0.0,1e-13,0.002,2.9999999999999996e-42,4e-11,,,1e-10,,,,0.3,1.0,2e-31,cpxm1
cr1,CR1,Proteins,0.00475,0.92051,0.00598,0.00159,,0.04872,0.0,0.00044,0.01256,0.0032,,,0.00013,,,,4e-05,0.0016,0.00049,1e-20,,7.999999999999999e-32,4e-08,,0.0,0.7,0.04,4e-98,3e-34,,,0.01,,,,0.9,0.7,2e-06,cr1
cr2,CR2,Proteins,0.00791,0.95518,0.0208,0.00091,,0.00994,0.0,0.00011,0.00143,0.00233,,,0.0,,,,3e-05,0.00136,0.0,8e-36,,7e-195,0.004,,5e-98,0.9,0.9,2e-08,2.0000000000000002e-24,,,0.8,,,,0.9,1.0,0.7,cr2
cracr2a,CRACR2A,Proteins,0.00071,0.9203,0.00021,0.05901,,0.00143,0.00017,0.01436,0.00039,6e-05,,,0.00032,,,,0.00019,0.00285,1e-05,0.004,,0.02,0.0,,8e-16,0.005,2.0000000000000002e-131,0.0002,0.1,,,0.0001,,,,0.1,0.007,0.6,crac
cradd,CRADD,Proteins,0.0034,0.95389,0.00169,0.02614,,0.00157,0.0,0.0031,0.00197,0.00017,,,0.00559,,,,0.00015,0.00229,3e-05,4.0000000000000004e-23,,0.0007,7.999999999999999e-230,,7e-17,0.7,6e-24,8e-07,0.007,,,1e-55,,,,0.2,0.2,0.2,crad
creb3,CREB3,Proteins,0.00059,0.99659,0.0,0.00061,,0.00026,7e-05,0.0003,1e-05,0.0,,,0.0,,,,0.00016,0.00138,3e-05,0.001,,0.7,0.2,,0.0009,0.08,0.3,0.6,0.8,,,0.8,,,,0.3,1.0,0.3,creb
crebzf,CREBZF,Proteins,0.00065,0.99188,0.00057,0.00053,,0.0039,6e-05,0.0003,6e-05,0.00011,,,3e-05,,,,0.00018,0.00168,6e-05,0.008,,3e-06,0.3,,3e-37,0.1,0.3,0.4,0.03,,,0.3,,,,0.2,0.7,0.1,creb1
creg1,CREG1,Proteins,0.00723,0.91867,0.00692,0.00232,,0.05026,0.00024,0.00166,0.00581,0.0037,,,0.00122,,,,3e-05,0.00152,0.00042,8e-43,,8e-65,9e-14,,0.0,0.001,9e-12,1e-53,1e-38,,,8e-14,,,,0.9,1.0,1e-05,creg
creld1,CRELD1,Proteins,0.00468,0.86313,0.01436,0.00283,,0.09147,0.00101,0.00073,0.01387,0.00499,,,0.00012,,,,0.00015,0.00144,0.00121,4e-22,,1e-147,1e-19,,0.0,2e-12,0.0002,9.999999999999999e-143,1.9999999999999998e-54,,,0.02,,,,0.2,0.8,2e-14,crel
creld2,CRELD2,Proteins,0.00827,0.94457,0.00411,0.00936,,0.02065,4e-05,0.00145,0.00373,0.00216,,,0.00403,,,,8e-05,0.00127,0.00029,3.0000000000000003e-31,,9e-27,1e-76,,9e-203,0.2,1e-09,5e-23,5e-23,,,2e-41,,,,0.6,1.0,0.0003,crel1
crh,CRH,Proteins,0.01364,0.93566,0.00738,0.00367,,0.02112,0.00197,0.0004,0.00667,0.00442,,,0.00253,,,,7e-05,0.00213,0.00032,6.9999999999999995e-115,,2e-08,2.0000000000000002e-24,,5e-204,7e-21,0.08,0.9,1e-44,,,3e-26,,,,0.7,0.4,0.0001,crh
crhbp,CRHBP,Proteins,0.02273,0.84186,0.01957,0.00367,,0.07482,0.00167,0.00081,0.01813,0.00398,,,0.01069,,,,0.00012,0.00163,0.00031,2e-133,,1e-176,9.000000000000001e-29,,0.0,4e-20,3e-05,5e-161,2.0000000000000003e-45,,,1e-118,,,,0.3,0.5,7e-05,crhb
crhr1,CRHR1,Proteins,0.00087,0.99534,0.00086,0.00048,,3e-05,6e-05,0.00031,0.00031,5e-05,,,3e-05,,,,0.0001,0.00152,3e-05,5e-06,,6e-09,0.5,,0.2,0.1,0.3,0.0009,0.2,,,0.3,,,,0.5,1.0,0.2,crhr
crim1,CRIM1,Proteins,0.00172,0.90404,0.06303,0.00324,,0.00838,0.0027,0.00159,0.00395,0.00329,,,0.00163,,,,3e-05,0.00127,0.00513,9e-07,,0.0,2e-22,,8.000000000000001e-88,1.0000000000000001e-29,1e-11,2.9999999999999996e-42,1e-35,,,2e-18,,,,0.9,1.0,1.9999999999999998e-54,crim
crip2,CRIP2,Proteins,0.0034,0.80667,0.06213,0.00717,,0.0652,0.00153,0.00308,0.03389,0.01055,,,0.00181,,,,0.00012,0.00175,0.00271,1e-09,,0.0,3e-67,,0.0,3e-19,7.000000000000001e-29,0.0,1e-121,,,2e-22,,,,0.3,0.4,9e-33,crip
crisp2,CRISP2,Proteins,0.00647,0.71591,0.00025,0.00243,,0.00513,0.00024,0.00055,0.26587,0.00144,,,0.0001,,,,0.00013,0.00149,0.0,1.9999999999999998e-32,,0.0003,4e-21,,6.999999999999999e-69,0.0002,0.0006,0.0,1e-20,,,0.01,,,,0.2,0.5,1.0,cris
crisp3,CRISP3,Proteins,0.03268,0.93844,0.01815,0.00268,,0.00288,0.00061,0.0003,0.00114,0.0012,,,0.00018,,,,6e-05,0.00125,0.00042,1e-239,,5e-170,1e-16,,3e-30,1e-07,0.2,0.005,2e-13,,,0.004,,,,0.7,1.0,1e-05,cris1
crkl,CRKL,Proteins,0.00279,0.94193,0.00096,0.03828,,0.00445,7e-05,0.00348,0.00145,0.00019,,,0.00373,,,,0.0001,0.00252,5e-05,2e-16,,0.02,0.0,,2.0000000000000003e-45,0.07,6e-28,2e-07,0.004,,,2e-38,,,,0.5,0.02,0.1,crkl
crlf1,CRLF1,Proteins,0.00394,0.87453,0.04198,0.00234,,0.04813,0.00082,0.00134,0.02268,0.00242,,,0.00047,,,,3e-05,0.00128,3e-05,7e-17,,0.0,3e-15,,0.0,2e-10,9e-10,3.9999999999999995e-174,2e-27,,,1e-06,,,,0.9,1.0,0.2,crlf
crnn,CRNN,Proteins,0.0062,0.88463,0.00197,0.00078,,0.00228,5e-05,0.0009,0.09996,0.00165,,,0.00027,,,,4e-05,0.00124,3e-05,6e-22,,0.9,0.01,,5e-25,0.1,2e-05,0.0,1e-18,,,0.0004,,,,0.9,1.0,0.3,crnn
crtac1,CRTAC1,Proteins,0.00323,0.86425,0.09352,0.00349,,7e-05,0.0,0.00405,0.02667,0.00224,,,0.00091,,,,5e-05,0.00151,0.0,7e-15,,0.0,1.9999999999999998e-26,,0.06,0.8,4e-37,2e-267,4.9999999999999996e-26,,,2e-11,,,,0.7,0.8,0.8,crta
crtam,CRTAM,Proteins,0.00343,0.94274,0.02208,0.00234,,0.01004,1e-05,0.00098,0.01199,0.00261,,,0.00029,,,,0.0002,0.0008,0.00251,5e-22,,1e-211,2e-13,,1e-99,0.5,7e-06,9e-115,2e-27,,,0.0003,,,,0.1,1.0,3e-26,crta1
crtap,CRTAP,Proteins,0.01247,0.97583,0.00154,0.00178,,0.00172,0.00016,0.0003,0.00422,0.00037,,,0.0,,,,4e-05,0.00131,0.00024,2e-52,,1e-12,2e-08,,8e-18,0.009,0.3,8e-38,6e-05,,,0.9,,,,0.9,1.0,0.001,crta2
crx,CRX,Proteins,0.00143,0.99403,0.00122,0.00075,,0.0,2e-05,0.00034,1e-05,0.00076,,,1e-05,,,,7e-05,0.00135,0.0,4e-07,,1e-12,0.05,,0.7,0.4,0.2,0.7,2e-08,,,0.5,,,,0.7,1.0,0.7,crx
crybb1,CRYBB1,Proteins,0.00306,0.95083,0.00087,0.02262,,0.01056,0.0,0.00274,0.00096,0.00016,,,0.00547,,,,7e-05,0.00262,5e-05,4e-12,,3e-06,1e-201,,3e-105,0.9,3e-21,4e-07,0.007,,,1e-55,,,,0.7,0.01,0.1,cryb
crybb2,CRYBB2,Proteins,0.00821,0.94046,0.03187,0.00114,,0.00975,2e-05,0.00089,0.00558,0.00027,,,1e-05,,,,0.00029,0.00109,0.00044,2e-46,,1e-306,0.0001,,2e-98,0.4,3e-05,1.9999999999999998e-50,0.0005,,,0.5,,,,0.02,1.0,8e-06,cryb1
crygd,CRYGD,Proteins,0.0065,0.96812,0.00051,0.01493,,0.00012,0.0,0.00144,0.00393,2e-05,,,0.0027,,,,9e-05,0.00166,0.0,2e-51,,0.0006,2.0000000000000002e-126,,0.02,0.8,2e-09,2e-37,0.4,,,8.000000000000001e-28,,,,0.6,0.7,0.9,cryg
crym,CRYM,Proteins,0.00214,0.97998,0.00083,0.00657,,0.00488,2e-05,0.00217,0.00019,2e-05,,,0.00101,,,,9e-05,0.00206,4e-05,3e-12,,1e-07,2e-47,,5.999999999999999e-47,0.4,7e-15,0.6,0.4,,,6e-11,,,,0.5,0.3,0.2,crym
cryzl1,CRYZL1,Proteins,0.00325,0.94094,0.00093,0.03856,,0.0033,0.00012,0.00438,0.00105,9e-05,,,0.00435,,,,3e-05,0.00295,5e-05,2e-20,,3e-05,0.0,,9e-34,0.02,1e-35,2e-06,0.05,,,7e-44,,,,0.9,0.001,0.1,cryz
csde1,CSDE1,Proteins,0.00315,0.97165,0.00026,0.01469,,0.00163,0.00084,0.00177,0.0006,0.00277,,,0.00065,,,,4e-05,0.00187,9e-05,2e-18,,0.4,2e-119,,7e-17,2e-09,1e-11,0.0001,1e-27,,,1e-07,,,,0.9,0.6,0.05,csde
csf1,CSF1,Proteins,0.01208,0.88201,0.01594,0.00409,,0.07556,4e-05,0.00109,0.00301,0.0001,,,0.00041,,,,9e-05,0.00144,0.00415,9.999999999999999e-64,,7.000000000000001e-168,3.0000000000000003e-31,,0.0,0.2,2e-07,8e-33,0.03,,,9e-06,,,,0.5,0.9,1.0000000000000001e-45,csf1
csf1r,CSF1R,Proteins,0.00496,0.90446,0.00693,0.00173,,0.03927,0.00029,0.00016,0.02771,0.01203,,,0.0,,,,7e-05,0.00134,0.00104,5.0000000000000004e-29,,9e-53,2e-09,,0.0,0.0002,0.7,6e-264,2e-125,,,0.8,,,,0.6,0.9,2e-12,csf11
csf2,CSF2,Proteins,0.00208,0.96038,0.00327,0.00228,,0.00798,0.00015,0.00044,0.02113,7e-05,,,4e-05,,,,0.00013,0.00188,0.00019,5e-15,,3e-29,2e-12,,7e-77,0.01,0.06,1e-195,0.09,,,0.2,,,,0.3,0.6,0.004,csf2
csf2ra,CSF2RA,Proteins,0.01206,0.96804,0.00265,0.002,,0.00846,3e-05,0.00073,0.00091,0.00301,,,0.0001,,,,0.0001,0.00134,0.00056,2e-99,,2.0000000000000002e-23,2e-10,,4.0000000000000004e-82,0.2,0.0007,1e-06,1.9999999999999998e-30,,,0.04,,,,0.5,1.0,7e-07,csf21
csf2rb,CSF2RB,Proteins,0.0202,0.9642,0.00049,0.00189,,0.00189,7e-05,0.00047,0.00921,0.00019,,,0.0,,,,5e-05,0.00107,0.00027,3e-108,,0.1,2e-09,,2e-19,0.09,0.04,3.9999999999999997e-84,0.004,,,0.7,,,,0.9,1.0,0.0006,csf22
csf3,CSF3,Proteins,0.02269,0.89503,0.00391,0.01952,,0.03086,0.00098,0.00063,0.02181,0.00182,,,0.00133,,,,6e-05,0.00134,1e-05,2e-200,,1.0000000000000001e-34,1e-178,,1e-310,1e-11,0.002,2.0000000000000002e-214,3e-20,,,3e-15,,,,0.7,1.0,0.4,csf3
csf3r,CSF3R,Proteins,0.00468,0.95427,0.00021,0.00115,,0.03128,0.00013,0.00028,0.00572,0.00023,,,4e-05,,,,5e-05,0.0013,0.00066,2e-16,,0.08,0.0002,,2e-294,0.02,0.3,9e-55,0.002,,,0.2,,,,0.8,1.0,8e-08,csf31
csh1,CSH1,Proteins,0.00052,0.99689,2e-05,0.00053,,7e-05,6e-05,0.00031,9e-05,0.0,,,1e-05,,,,0.00013,0.00135,3e-05,0.04,,0.4,0.3,,0.09,0.1,0.3,0.05,0.9,,,0.5,,,,0.4,1.0,0.2,csh1
csnk1d,CSNK1D,Proteins,0.00506,0.97497,0.00189,0.00756,,0.00041,0.00068,0.00059,0.00042,0.00651,,,3e-05,,,,8e-05,0.00176,3e-05,2e-27,,6e-17,1.9999999999999999e-56,,3e-05,6e-08,0.008,0.007,2e-62,,,0.2,,,,0.6,0.6,0.3,csnk
csnk2a1,CSNK2A1,Proteins,0.00123,0.95723,0.00175,0.02386,,0.00768,0.00031,0.00321,0.001,0.00023,,,0.00111,,,,0.0001,0.00228,0.0,0.0008,,6e-13,1e-211,,1e-76,0.0002,1.9999999999999998e-25,2e-05,0.001,,,2e-12,,,,0.5,0.05,0.6,csnk1
cspg4,CSPG4,Proteins,0.00602,0.84855,0.09865,0.00276,,0.00395,0.00023,0.00059,0.006,0.02886,,,2e-05,,,,4e-05,0.00106,0.00328,2.0000000000000002e-23,,0.0,6e-20,,3e-45,0.0006,0.002,3e-50,8e-315,,,0.4,,,,0.9,1.0,5e-38,cspg
cspg5,CSPG5,Proteins,0.00124,0.98399,0.00049,0.00069,,0.00715,0.0,0.00047,0.00353,0.00127,,,0.0,,,,0.00019,0.00097,1e-05,1e-06,,5e-05,0.08,,1e-67,0.8,0.05,2e-33,2e-13,,,0.9,,,,0.2,1.0,0.5,cspg1
csrp3,CSRP3,Proteins,0.00223,0.94629,0.0278,0.00172,,0.00299,5e-05,0.00026,0.01212,2e-05,,,0.00263,,,,0.0001,0.00162,0.00217,1e-07,,6e-263,2e-08,,1.9999999999999998e-30,0.1,0.4,4.9999999999999997e-116,0.4,,,6e-27,,,,0.5,0.9,1e-22,csrp
cst3,CST3,Proteins,0.00968,0.7479,0.08588,0.00285,,0.10028,0.00198,0.00052,0.02994,0.01335,,,0.00046,,,,5e-05,0.00134,0.00577,2e-64,,0.0,3e-24,,0.0,1.9999999999999998e-26,0.002,0.0,8e-166,,,3e-07,,,,0.7,0.8,4e-73,cst3
cst5,CST5,Proteins,0.02168,0.90978,0.05369,0.00269,,0.00321,8e-05,0.00032,0.00428,0.00116,,,0.0014,,,,8e-05,0.00148,0.00015,3e-180,,0.0,6e-17,,6e-34,0.05,0.2,1.9999999999999998e-42,3e-13,,,1e-15,,,,0.6,0.9,0.009,cst5
cst6,CST6,Proteins,0.01125,0.87809,0.02791,0.00184,,0.00287,0.00035,0.00143,0.07191,0.00123,,,0.00169,,,,2e-05,0.00133,9e-05,3e-52,,4.0000000000000004e-254,3e-10,,4e-31,5e-05,4e-10,0.0,3e-14,,,5e-19,,,,1.0,1.0,0.04,cst6
cst7,CST7,Proteins,0.00667,0.95145,0.0006,0.00125,,0.02912,0.00033,0.0014,0.00064,0.00667,,,0.00044,,,,5e-05,0.00123,0.00016,8.000000000000001e-39,,0.1,3e-05,,3e-281,0.0001,3e-09,0.06,1.0000000000000001e-66,,,9e-06,,,,0.8,1.0,0.007,cst7
cstb,CSTB,Proteins,0.01179,0.86925,0.02267,0.01342,,0.06628,0.00168,0.001,0.0006,0.00682,,,0.00153,,,,7e-05,0.00191,0.00297,4e-71,,6e-233,2e-123,,0.0,2e-19,1e-06,0.002,3e-73,,,9e-18,,,,0.7,0.3,5e-33,cstb
ctag1a_ctag1b,CTAG1A_CTAG1B,Proteins,0.00053,0.99727,0.00025,0.00028,,6e-05,7e-05,0.00015,4e-05,0.00018,,,9e-05,,,,6e-05,0.00096,6e-05,0.04,,0.002,0.9,,0.1,0.08,0.8,0.5,0.006,,,0.05,,,,0.8,1.0,0.1,ctag_ctag
ctbs,CTBS,Proteins,0.00622,0.92331,0.00285,0.00309,,0.03325,0.00028,0.00242,0.02062,0.00623,,,0.00032,,,,4e-05,0.00105,0.00032,3e-33,,6e-22,3e-20,,0.0,0.0004,1e-18,2e-197,6e-64,,,0.0001,,,,0.9,1.0,0.0001,ctbs
ctf1,CTF1,Proteins,0.00308,0.96962,0.00114,0.01491,,0.0036,0.00025,0.00152,0.00046,0.0001,,,0.00325,,,,0.0001,0.00191,5e-05,6e-23,,3e-08,3e-122,,1e-35,0.0009,9e-10,0.2,0.04,,,3e-32,,,,0.5,0.6,0.1,ctf1
cthrc1,CTHRC1,Proteins,0.00677,0.6975,0.08018,0.00349,,0.09135,0.00084,0.00521,0.10024,0.00117,,,0.00655,,,,5e-05,0.00195,0.00471,4.0000000000000004e-39,,0.0,1.0000000000000001e-34,,0.0,7e-13,5e-62,0.0,2e-17,,,2e-89,,,,0.7,0.007,7e-65,cthr
ctla4,CTLA4,Proteins,0.00035,0.99729,3e-05,0.00046,,1e-05,2e-05,0.00021,8e-05,3e-05,,,0.0,,,,5e-05,0.00144,2e-05,0.008,,0.5,0.5,,0.6,0.3,0.6,0.1,0.2,,,0.7,,,,0.8,1.0,0.4,ctla
ctnna1,CTNNA1,Proteins,0.00075,0.99427,8e-05,0.00033,,0.00082,1e-05,0.00059,0.00155,6e-05,,,4e-05,,,,0.00017,0.00132,1e-05,0.0003,,0.08,0.8,,5e-09,0.5,0.01,1e-15,0.1,,,0.2,,,,0.2,1.0,0.6,ctnn
ctrb1,CTRB1,Proteins,0.00505,0.98356,0.00261,0.0018,,0.00188,0.00039,0.00037,0.00271,1e-05,,,0.0003,,,,7e-05,0.00117,9e-05,9e-22,,2e-19,9e-09,,2e-19,4e-05,0.1,2e-20,0.5,,,0.0003,,,,0.7,1.0,0.05,ctrb
ctrc,CTRC,Proteins,0.00669,0.96007,0.0002,0.00169,,0.01312,0.00058,0.00042,0.01173,0.00384,,,0.00063,,,,3e-05,0.00097,2e-05,2e-44,,0.1,3e-08,,1e-127,4e-07,0.07,6e-113,8.000000000000001e-39,,,1e-07,,,,0.9,1.0,0.3,ctrc
ctrl,CTRL,Proteins,0.02101,0.94994,0.00011,0.00365,,0.02263,1e-05,0.00035,0.00062,9e-05,,,2e-05,,,,7e-05,0.00138,0.00013,1.0000000000000001e-162,,0.9,1.0000000000000001e-24,,5.999999999999999e-222,0.6,0.1,2e-06,0.05,,,0.3,,,,0.7,0.9,0.02,ctrl
ctsb,CTSB,Proteins,0.03422,0.90746,0.01055,0.00282,,0.0381,0.00088,0.00027,0.00061,0.00059,,,0.00211,,,,5e-05,0.00114,0.00121,3e-317,,1e-108,2e-18,,0.0,1e-10,0.3,3e-07,2e-07,,,3e-23,,,,0.8,1.0,5e-14,ctsb
ctsc,CTSC,Proteins,0.00739,0.93539,0.01556,0.00278,,0.01282,2e-05,0.00138,0.01951,0.00263,,,0.00023,,,,3e-05,0.00153,0.00073,1e-47,,4e-153,2e-17,,1e-127,0.4,3e-09,1.9999999999999997e-191,1e-27,,,0.001,,,,0.9,0.9,1e-08,ctsc
ctsd,CTSD,Proteins,0.00363,0.8124,0.04216,0.00373,,0.09142,0.00157,0.00136,0.02343,0.01556,,,0.00073,,,,0.00035,0.00213,0.00152,2e-15,,0.0,7e-28,,0.0,2e-18,7e-10,8e-220,8.000000000000001e-165,,,3e-09,,,,0.004,0.08,9e-18,ctsd
ctse,CTSE,Proteins,0.02164,0.91008,0.00634,0.00338,,0.00094,0.00634,0.00061,0.00302,0.00047,,,0.045,,,,0.00047,0.00152,0.00018,7e-133,,2e-48,5e-23,,4e-11,2e-65,0.003,5e-15,3e-06,,,0.0,,,,0.0006,0.8,0.004,ctse
ctsf,CTSF,Proteins,0.00424,0.91687,0.04026,0.00178,,0.01447,0.00015,0.00065,0.01513,0.00121,,,0.00318,,,,0.00015,0.00153,0.00038,2e-14,,0.0,1e-09,,8e-148,0.008,0.001,9.999999999999999e-153,5e-14,,,4.0000000000000006e-34,,,,0.2,0.9,3e-05,ctsf
ctsh,CTSH,Proteins,0.04578,0.91579,0.0103,0.00301,,0.00962,0.00048,0.00028,0.00918,0.00217,,,0.00066,,,,4e-05,0.00113,0.00155,0.0,,4e-103,2e-19,,8.999999999999999e-97,3e-06,0.3,4e-92,3e-23,,,4e-08,,,,0.8,1.0,5e-17,ctsh
ctsl,CTSL,Proteins,0.00174,0.90965,0.03863,0.00118,,0.02016,0.00105,0.00101,0.01795,0.00079,,,0.00033,,,,9e-05,0.00135,0.00608,9e-08,,0.0,4e-05,,1e-204,3e-12,2e-06,2e-168,1e-09,,,8e-05,,,,0.5,1.0,1.9999999999999999e-63,ctsl
ctso,CTSO,Proteins,0.0079,0.90208,0.01011,0.0033,,0.06175,0.00025,0.00125,0.00718,0.00305,,,0.00015,,,,9e-05,0.00126,0.00163,2.0000000000000003e-45,,2e-93,2.0000000000000002e-23,,0.0,0.0006,1e-08,3e-63,2e-33,,,0.007,,,,0.5,1.0,1e-18,ctso
ctsv,CTSV,Proteins,0.01943,0.85868,0.09864,0.00542,,0.00535,0.00262,0.00049,0.00261,0.00099,,,0.00081,,,,0.00014,0.00137,0.00344,4e-166,,0.0,1.0000000000000001e-45,,6e-60,3e-30,0.01,0.002,2e-12,,,2e-10,,,,0.2,1.0,3e-39,ctsv
ctsz,CTSZ,Proteins,0.01236,0.88646,0.02238,0.00289,,0.05419,0.00019,0.00084,0.01012,0.00427,,,0.00289,,,,5e-05,0.00148,0.0019,3e-61,,3e-228,1e-19,,0.0,0.002,3e-05,1e-102,3e-46,,,6e-32,,,,0.8,0.9,1e-21,ctsz
cuzd1,CUZD1,Proteins,0.00261,0.99142,0.00013,0.00117,,0.00267,8e-05,0.00036,0.00013,4e-05,,,0.0,,,,9e-05,0.00129,2e-05,2e-10,,0.02,0.0003,,3e-26,0.07,0.2,0.02,0.2,,,1.0,,,,0.6,1.0,0.3,cuzd
cwc15,CWC15,Proteins,0.00364,0.92514,0.00597,0.02276,,0.02874,0.00013,0.0022,0.00688,0.00108,,,0.00058,,,,9e-05,0.0014,0.00139,2e-19,,6e-51,7e-207,,2e-285,0.02,1e-16,4.0000000000000004e-60,2e-12,,,2e-07,,,,0.5,0.9,1e-15,cwc1
cx3cl1,CX3CL1,Proteins,0.0054,0.95886,0.01782,0.00164,,0.00202,0.00021,0.00037,0.00784,0.00169,,,0.00046,,,,4e-05,0.00132,0.00232,1e-15,,2.0000000000000002e-171,7e-08,,4e-21,0.002,0.1,9e-77,6e-18,,,6e-06,,,,0.9,1.0,4.0000000000000004e-24,cx3c
cxadr,CXADR,Proteins,0.00276,0.95998,0.00825,0.00116,,0.00848,0.0,0.0007,0.01186,0.00445,,,0.00026,,,,0.0001,0.00121,0.00078,2e-19,,4e-48,0.0001,,2e-83,0.8,0.001,9e-83,1e-44,,,0.0007,,,,0.5,1.0,4e-09,cxad
cxcl1,CXCL1,Proteins,0.02337,0.95026,0.00109,0.01089,,0.00172,0.00015,0.00147,0.00263,0.00105,,,0.00555,,,,5e-05,0.00177,0.0,4e-213,,1e-07,5e-90,,2e-18,0.01,8e-10,1e-22,7e-12,,,7.999999999999999e-56,,,,0.8,0.6,1.0,cxcl
cxcl10,CXCL10,Proteins,0.00422,0.85151,0.07854,0.00227,,0.04199,0.00148,0.00043,0.00272,0.00263,,,0.00806,,,,8e-05,0.0012,0.00488,5e-20,,0.0,4e-15,,0.0,7e-18,0.03,7e-17,1.9999999999999998e-30,,,1e-89,,,,0.5,1.0,4e-55,cxcl1
cxcl11,CXCL11,Proteins,0.00345,0.94599,0.01264,0.00522,,0.00944,8e-05,0.00089,0.01223,0.00095,,,0.00589,,,,0.00037,0.0016,0.00124,1e-12,,5e-126,5.0000000000000005e-39,,6e-95,0.05,3e-05,5e-122,5e-11,,,5e-60,,,,0.005,0.9,6e-14,cxcl2
cxcl12,CXCL12,Proteins,0.01054,0.96278,0.00178,0.0018,,0.01437,4e-05,0.00117,0.00389,0.00057,,,0.00076,,,,0.0001,0.00167,0.00054,5.9999999999999996e-92,,7e-18,8e-09,,6e-137,0.2,5e-07,7e-38,7e-07,,,1e-08,,,,0.5,0.8,1e-06,cxcl3
cxcl13,CXCL13,Proteins,0.00105,0.95734,0.0066,0.00161,,0.02214,4e-05,0.00086,0.00147,0.00065,,,0.00226,,,,0.00015,0.00144,0.00438,5e-05,,9.999999999999999e-55,8e-08,,7e-216,0.2,6e-05,0.0004,6e-08,,,7.000000000000001e-24,,,,0.2,1.0,1e-44,cxcl4
cxcl14,CXCL14,Proteins,0.07315,0.71999,0.10544,0.02168,,0.0,0.00019,0.05085,0.01891,0.00448,,,0.0003,,,,0.00012,0.0034,0.00149,0.0,,0.0,6e-251,,0.6,0.0009,0.0,9e-214,2e-58,,,3e-05,,,,0.2,4e-11,1e-20,cxcl5
cxcl16,CXCL16,Proteins,0.01771,0.88824,0.02392,0.00298,,0.0287,0.00142,0.00025,0.02048,0.01255,,,0.0003,,,,0.00014,0.00131,0.00199,1e-136,,3e-235,9e-21,,5e-299,1e-16,0.3,7e-200,5e-133,,,0.0002,,,,0.2,1.0,1e-22,cxcl6
cxcl17,CXCL17,Proteins,0.01104,0.62274,0.19963,0.00974,,0.00048,0.0023,0.00109,0.00095,0.14098,,,0.00533,,,,6e-05,0.00155,0.0041,4e-135,,0.0,9e-129,,8e-09,2e-36,1e-11,0.03,0.0,,,6e-82,,,,0.5,0.04,1.9999999999999999e-63,cxcl7
cxcl3,CXCL3,Proteins,0.00224,0.95705,0.00086,0.01941,,0.00259,5e-05,0.00366,0.00244,0.00176,,,0.00738,,,,3e-05,0.00237,0.00017,2e-08,,0.1,5e-168,,8e-27,0.1,5.0000000000000004e-29,2e-17,9e-19,,,5e-73,,,,0.9,0.06,0.006,cxcl8
cxcl5,CXCL5,Proteins,0.02668,0.89695,0.00466,0.02195,,0.00313,0.0,0.00333,0.03517,0.00026,,,0.00581,,,,5e-05,0.00188,0.00013,4e-240,,7e-41,3.0000000000000002e-204,,6e-34,0.6,6e-28,0.0,0.0004,,,2e-61,,,,0.8,0.4,0.01,cxcl9
cxcl6,CXCL6,Proteins,0.00169,0.9629,0.00397,0.00724,,0.01263,6e-05,0.00118,0.00241,0.00056,,,0.00604,,,,7e-05,0.00126,0.0,3e-11,,1e-17,1.9999999999999999e-56,,3e-124,0.1,2e-07,0.06,6e-07,,,1.0000000000000001e-60,,,,0.7,1.0,0.8,cxcl10
cxcl8,CXCL8,Proteins,0.00554,0.91569,0.02914,0.02283,,0.00199,0.00079,0.00397,0.00223,0.00397,,,0.01133,,,,9e-05,0.00156,0.00086,2e-27,,2.9999999999999996e-272,1e-208,,8e-22,1e-09,2e-33,0.0001,7.999999999999999e-42,,,1.9999999999999999e-115,,,,0.6,0.9,3e-10,cxcl11
