FID,Name,Type,r2_PCs,r2_Residuals,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel,Label
s100a16,S100A16,Proteins,0.00214,0.98373,0.00376,0.00118,,9e-05,0.00015,0.00037,0.00463,0.0,,,0.00223,,,,9e-05,0.00146,0.00015,5e-08,,7e-28,0.0002,,0.05,0.01,0.2,5.9999999999999996e-36,0.8,,,3e-22,,,,0.6,1.0,0.01,s1004
s100a3,S100A3,Proteins,0.00165,0.98814,0.00268,0.00092,,0.00364,0.0,9e-05,0.00125,0.00016,,,5e-05,,,,8e-05,0.00118,0.00016,3e-10,,7.999999999999999e-25,0.005,,4e-36,0.8,1.0,3e-11,0.009,,,0.1,,,,0.6,1.0,0.008,s1005
s100a4,S100A4,Proteins,0.0013,0.93577,0.005,0.03752,,0.00155,1e-05,0.0055,0.00576,0.00079,,,0.00374,,,,0.00024,0.00246,0.00036,0.0008,,1e-37,0.0,,4e-17,0.6,2e-47,2.0000000000000003e-45,2e-09,,,5.0000000000000005e-39,,,,0.05,0.07,5e-05,s1006
s100g,S100G,Proteins,0.00656,0.95312,0.01448,0.00261,,3e-05,0.01553,0.00137,4e-05,0.00446,,,6e-05,,,,3e-05,0.00128,0.00044,5.999999999999999e-47,,6e-143,8e-16,,0.2,4e-153,5e-09,0.2,2.0000000000000003e-45,,,0.1,,,,0.9,1.0,8e-06,s1007
s100p,S100P,Proteins,0.01035,0.92578,0.02783,0.00909,,0.01554,0.0,0.00222,0.00476,0.00027,,,0.00055,,,,0.00019,0.00169,0.00173,1.0000000000000001e-88,,5e-250,4e-74,,3e-153,0.6,2e-16,8e-27,0.0005,,,7e-07,,,,0.1,0.8,1e-18,s1008
saa4,SAA4,Proteins,0.00585,0.94545,0.00589,0.00079,,0.02784,0.0003,0.00058,0.01057,0.00054,,,0.00013,,,,0.00026,0.00178,0.0,5e-47,,1e-41,0.01,,2e-273,0.0002,0.005,1e-87,7e-07,,,0.01,,,,0.04,0.4,1.0,saa4
safb2,SAFB2,Proteins,0.001,0.98675,0.00051,0.0044,,0.00285,0.0,0.00103,0.00084,2e-05,,,0.00058,,,,0.0002,0.00137,0.00045,0.0003,,6e-05,6e-30,,9.000000000000001e-29,0.8,5e-06,4e-08,0.4,,,5e-07,,,,0.1,1.0,9e-06,safb
sag,SAG,Proteins,0.00043,0.99698,0.00014,0.00043,,0.00019,0.0,0.00026,0.00021,0.0,,,1e-05,,,,7e-05,0.00125,3e-05,0.04,,0.05,0.6,,0.005,0.9,0.4,0.01,0.8,,,0.6,,,,0.7,1.0,0.3,sag
samd9l,SAMD9L,Proteins,0.00235,0.93716,0.00061,0.04592,,0.00371,5e-05,0.00579,0.00083,0.00014,,,0.00121,,,,8e-05,0.00209,5e-05,5e-13,,0.4,0.0,,2e-38,0.1,7.999999999999999e-50,0.001,0.01,,,1e-13,,,,0.6,0.2,0.1,samd
sap18,SAP18,Proteins,0.00076,0.99701,0.00024,0.00057,,0.0,1e-05,0.0001,0.00019,6e-05,,,0.0,,,,0.00011,0.00097,0.0,0.01,,0.002,0.2,,0.8,0.6,1.0,0.005,0.1,,,0.9,,,,0.5,1.0,1.0,sap1
sarg,SARG,Proteins,0.002,0.93889,0.00157,0.03824,,0.00593,0.00028,0.00452,0.00286,0.00077,,,0.00266,,,,0.00019,0.002,9e-05,1e-10,,0.1,0.0,,1.0000000000000001e-60,0.0004,4e-38,5e-15,3e-09,,,4.0000000000000003e-28,,,,0.1,0.3,0.04,sarg
sart1,SART1,Proteins,0.00094,0.92599,0.00335,0.02459,,0.02815,0.00119,0.00193,0.00275,0.00313,,,0.00534,,,,7e-05,0.00171,0.00087,3e-06,,2e-31,1.9999999999999998e-218,,5.0000000000000005e-273,3e-13,7e-14,1.9999999999999998e-25,1.9999999999999998e-32,,,5.999999999999999e-54,,,,0.7,0.7,4e-10,sart
sat1,SAT1,Proteins,0.00172,0.99115,0.00264,0.00057,,0.00021,9e-05,0.00011,0.00187,0.00039,,,0.0,,,,4e-05,0.00121,0.0,2e-12,,3.9999999999999997e-25,0.3,,0.003,0.05,1.0,5e-18,5e-05,,,0.9,,,,0.9,1.0,0.7,sat1
sat2,SAT2,Proteins,0.00106,0.97451,0.00088,0.0031,,0.01276,0.00078,0.00078,0.00366,0.00017,,,0.00097,,,,4e-05,0.00098,0.00031,6e-05,,3e-05,6e-19,,1e-121,6e-09,0.0004,7e-32,0.006,,,9e-11,,,,0.9,1.0,0.0002,sat2
satb1,SATB1,Proteins,0.00081,0.98258,0.00045,0.00873,,0.00125,0.0,0.00103,0.00056,3e-05,,,0.00278,,,,6e-05,0.00161,0.0001,0.009,,0.1,2e-68,,1e-13,0.7,5e-06,0.006,0.2,,,3e-28,,,,0.7,0.8,0.04,satb
sbsn,SBSN,Proteins,0.00494,0.94432,0.00684,0.00338,,0.00701,0.00191,0.00528,0.00121,0.00023,,,0.02284,,,,0.00031,0.00166,6e-05,5e-25,,5.0000000000000005e-61,2e-22,,4e-71,1e-20,5.0000000000000004e-45,5e-05,0.001,,,4.0000000000000004e-225,,,,0.01,0.8,0.09,sbsn
scamp3,SCAMP3,Proteins,0.00224,0.93066,0.00151,0.03544,,0.01662,6e-05,0.00617,0.00199,0.00059,,,0.00189,,,,6e-05,0.0027,7e-05,4e-12,,5e-09,0.0,,1.0000000000000001e-165,0.09,7.999999999999999e-54,7e-14,2e-07,,,2e-20,,,,0.8,0.02,0.07,scam
scara5,SCARA5,Proteins,0.0054,0.80189,0.1174,0.00279,,0.05568,0.00106,0.0018,0.00997,0.00017,,,0.0,,,,0.00012,0.00143,0.0023,6e-35,,0.0,8e-22,,0.0,5e-14,8e-16,6.0000000000000005e-31,0.003,,,0.7,,,,0.3,0.8,1.0000000000000001e-28,scar
scarb1,SCARB1,Proteins,0.00071,0.99486,3e-05,0.0005,,0.00148,3e-05,0.00027,9e-05,6e-05,,,8e-05,,,,0.00012,0.00172,5e-05,0.004,,0.3,0.4,,3e-15,0.3,0.4,0.05,0.1,,,0.06,,,,0.4,0.9,0.2,scar1
scarb2,SCARB2,Proteins,0.00604,0.76685,0.13007,0.00248,,0.08045,0.00266,0.00129,0.00223,0.00062,,,0.0005,,,,0.00017,0.0013,0.00534,3e-34,,0.0,6e-19,,0.0,3e-33,1e-10,2e-19,6e-09,,,2e-07,,,,0.1,0.9,8e-65,scar2
scarf1,SCARF1,Proteins,0.00778,0.95108,0.0023,0.01113,,0.0109,3e-05,0.00272,0.00201,0.00081,,,0.00933,,,,5e-05,0.00164,0.00023,1.0000000000000001e-45,,6e-20,2e-93,,1e-108,0.2,5e-21,4e-17,1e-09,,,2e-93,,,,0.8,0.8,0.001,scar3
scarf2,SCARF2,Proteins,0.01909,0.73457,0.21791,0.00353,,0.00397,9e-05,0.00041,0.01146,0.002,,,9e-05,,,,0.00013,0.00118,0.00555,8.999999999999999e-192,,0.0,6e-33,,3e-52,0.02,0.01,1.9999999999999999e-128,3e-27,,,0.02,,,,0.2,0.9,2.0000000000000002e-72,scar4
scg2,SCG2,Proteins,0.01196,0.89044,0.02486,0.02299,,0.00363,0.0205,0.00061,0.00153,0.00222,,,0.01826,,,,0.00017,0.00201,0.00082,3e-89,,2e-244,9e-219,,1.0000000000000001e-39,5.000000000000001e-214,0.002,0.009,5e-25,,,3.9999999999999995e-191,,,,0.1,0.3,3e-10,scg2
scg3,SCG3,Proteins,0.00503,0.89921,0.00108,0.00315,,0.05204,0.00014,0.00028,0.03057,0.00655,,,0.00057,,,,8e-05,0.00095,0.00036,5e-31,,1e-09,1e-21,,0.0,0.01,0.3,9e-309,3e-69,,,2e-07,,,,0.6,1.0,3e-05,scg3
scgb1a1,SCGB1A1,Proteins,0.00958,0.88629,0.05102,0.00295,,0.00161,1e-05,0.00044,0.00623,0.02972,,,0.00769,,,,8e-05,0.00143,0.00294,1e-71,,0.0,3e-20,,1e-18,0.5,0.03,3e-64,1.0000000000000001e-307,,,4.0000000000000004e-82,,,,0.6,0.9,1.9999999999999998e-32,scgb
scgb2a2,SCGB2A2,Proteins,0.00046,0.9948,0.00056,0.00074,,0.0012,3e-05,0.00033,2e-05,0.0,,,0.0,,,,0.00012,0.00173,2e-05,0.06,,2e-06,0.06,,1e-12,0.3,0.2,0.6,0.9,,,0.9,,,,0.4,0.8,0.4,scgb1
scgb3a1,SCGB3A1,Proteins,0.01241,0.87291,0.01063,0.0012,,0.03408,6e-05,0.00027,0.03983,0.02464,,,0.00116,,,,6e-05,0.00136,0.00141,2.9999999999999997e-97,,2.0000000000000001e-112,1e-05,,0.0,0.08,0.3,0.0,3e-256,,,9e-14,,,,0.8,0.9,2e-16,scgb2
scgb3a2,SCGB3A2,Proteins,0.00726,0.82857,0.00819,0.00117,,0.08549,0.00015,0.01114,0.01558,0.03454,,,0.00551,,,,7e-05,0.00169,0.00064,9.000000000000001e-45,,2e-90,7e-06,,0.0,0.005,3.9999999999999998e-115,3.9999999999999996e-172,0.0,,,1.9999999999999999e-63,,,,0.6,0.4,1e-08,scgb3
scgn,SCGN,Proteins,0.00472,0.94735,0.01451,0.00092,,0.00703,0.0048,0.00064,0.01354,1e-05,,,0.00423,,,,5e-05,0.00144,0.00075,9e-33,,5e-130,0.004,,3e-69,6e-48,0.003,8e-121,0.5,,,1.9999999999999998e-42,,,,0.8,1.0,8e-09,scgn
scin,SCIN,Proteins,0.00102,0.99555,0.00032,0.00055,,4e-05,0.0,0.00033,0.00018,0.00076,,,5e-05,,,,4e-05,0.00114,3e-05,4e-07,,0.001,0.3,,0.2,0.8,0.2,0.03,2e-08,,,0.1,,,,0.9,1.0,0.3,scin
scly,SCLY,Proteins,0.00486,0.84298,0.00652,0.00265,,0.06397,0.00161,0.00237,0.0673,0.00575,,,0.0004,,,,2e-05,0.00156,1e-05,9e-28,,2e-06,5e-19,,0.0,1e-19,2e-20,0.0,2e-65,,,6e-06,,,,1.0,0.8,0.6,scly
scn2a,SCN2A,Proteins,0.00072,0.99652,1e-05,0.00097,,0.0001,0.0,0.00028,7e-05,2e-05,,,0.0,,,,0.0001,0.00118,3e-05,0.003,,1.0,0.004,,0.04,0.8,0.4,0.1,0.4,,,1.0,,,,0.5,1.0,0.2,scn2
scn2b,SCN2B,Proteins,0.00078,0.99401,4e-05,0.00083,,0.00199,0.0,0.0001,0.0002,1e-05,,,2e-05,,,,5e-05,0.00189,7e-05,0.006,,0.3,0.02,,5e-20,0.8,1.0,0.005,0.6,,,0.3,,,,0.8,0.5,0.08,scn21
scn3a,SCN3A,Proteins,0.00042,0.99682,2e-05,0.00047,,0.00023,0.0,0.00011,0.00059,0.0,,,3e-05,,,,0.00016,0.00115,0.0,0.06,,0.9,0.5,,0.002,0.9,0.9,1e-06,0.8,,,0.3,,,,0.2,1.0,0.9,scn3
scn3b,SCN3B,Proteins,0.00085,0.9968,0.00014,0.00041,,0.0001,0.0,0.00011,0.00032,0.00014,,,0.0,,,,1e-05,0.00111,1e-05,0.01,,0.02,0.7,,0.05,0.7,0.9,0.0003,0.02,,,0.8,,,,1.0,1.0,0.5,scn31
scn4b,SCN4B,Proteins,0.00179,0.92165,0.01067,0.00145,,0.01931,0.00016,0.00021,0.04001,0.00318,,,0.0,,,,3e-05,0.00086,0.00068,5e-06,,7e-78,9e-07,,6.999999999999999e-191,0.007,0.6,0.0,3e-33,,,0.7,,,,0.9,1.0,3e-08,scn4
scp2,SCP2,Proteins,0.00271,0.98328,0.00866,0.00094,,0.00082,2e-05,0.00024,0.00099,0.00049,,,0.00022,,,,9e-05,0.00149,6e-05,3e-19,,2.0000000000000002e-81,0.005,,4e-09,0.3,0.5,1e-10,5e-06,,,0.002,,,,0.6,1.0,0.1,scp2
scpep1,SCPEP1,Proteins,0.00475,0.92516,0.00374,0.01102,,0.02654,0.00016,0.00139,0.01282,0.00713,,,0.0049,,,,0.00011,0.0019,0.00036,2e-31,,2e-27,5e-92,,1e-258,0.007,3e-09,4e-116,1e-71,,,7e-50,,,,0.4,0.5,6e-05,scpe
scrg1,SCRG1,Proteins,0.00739,0.7299,0.15901,0.00283,,0.02605,0.00139,0.00074,0.06729,0.00055,,,6e-05,,,,7e-05,0.001,0.00373,1e-38,,0.0,3.9999999999999997e-25,,0.0,1e-19,8e-06,0.0,1e-08,,,0.05,,,,0.5,1.0,1.0000000000000001e-49,scrg
scrib,SCRIB,Proteins,0.00198,0.96112,0.00031,0.01325,,0.0163,0.0,0.00387,0.00035,0.00065,,,8e-05,,,,0.00013,0.00182,0.00014,2e-12,,0.3,1e-108,,3e-155,0.6,3e-30,0.08,1e-07,,,0.07,,,,0.3,0.7,0.01,scri
scrn1,SCRN1,Proteins,0.00409,0.95342,0.00477,0.02337,,0.00305,1e-05,0.00297,0.00167,4e-05,,,0.0048,,,,0.00013,0.00166,0.0,7.000000000000001e-29,,6e-35,8e-206,,2e-31,0.6,5e-23,0.0002,0.2,,,2e-48,,,,0.3,0.8,0.7,scrn
sct,SCT,Proteins,0.01846,0.96026,0.00344,0.00299,,0.00508,0.00321,0.00078,0.00113,0.00221,,,0.00047,,,,0.00011,0.00145,0.00042,1e-148,,6e-25,4e-18,,5e-50,3e-32,0.0003,0.02,9.000000000000001e-23,,,6e-06,,,,0.4,0.9,2e-05,sct
sdc1,SDC1,Proteins,0.00259,0.89938,0.00242,0.00176,,0.01222,0.0014,0.00243,0.05246,0.00099,,,0.02001,,,,0.00011,0.00161,0.00262,8e-09,,2.0000000000000002e-23,1e-09,,9e-127,4e-16,2e-19,0.0,8e-12,,,2e-205,,,,0.4,0.8,1.0000000000000001e-28,sdc1
sdc4,SDC4,Proteins,0.00536,0.97188,0.00384,0.00301,,0.00197,2e-05,0.00104,0.00327,0.00037,,,0.00684,,,,0.00013,0.00144,0.00083,2e-35,,5e-07,2e-18,,2e-20,0.4,4e-06,0.8,6e-05,,,9e-67,,,,0.3,1.0,2e-09,sdc4
sdccag8,SDCCAG8,Proteins,0.00167,0.90989,0.00141,0.05984,,0.00578,0.00034,0.0159,0.00099,0.00015,,,0.00122,,,,0.00013,0.00257,0.00011,1e-05,,5e-13,0.0,,5.0000000000000005e-61,6e-05,5e-152,1e-08,0.008,,,4e-14,,,,0.3,0.001,0.02,sdcc
sdhb,SDHB,Proteins,0.00151,0.97895,0.00494,0.00295,,0.00295,0.00022,0.00086,0.00487,6e-05,,,0.0011,,,,0.0003,0.00128,0.0,0.0004,,0.0002,6e-18,,6.999999999999999e-30,0.002,9e-05,0.001,0.1,,,4e-12,,,,0.02,1.0,0.9,sdhb
sdk2,SDK2,Proteins,0.00262,0.94601,0.03988,0.00094,,0.00316,1e-05,0.00037,0.00549,0.00013,,,0.00016,,,,0.00014,0.00108,1e-05,3e-10,,0.0,0.003,,3e-32,0.6,0.1,3e-14,0.02,,,0.008,,,,0.3,1.0,0.4,sdk2
sec31a,SEC31A,Proteins,0.00257,0.95627,0.001,0.02154,,0.00865,0.00011,0.00214,0.00136,3e-05,,,0.00348,,,,2e-05,0.00269,0.00013,3e-11,,0.4,6e-185,,5.999999999999999e-84,0.03,3e-15,5e-05,0.2,,,6e-35,,,,1.0,0.01,0.02,sec3
sel1l,SEL1L,Proteins,0.00364,0.92065,0.02379,0.00196,,0.03922,3e-05,0.00079,0.00276,0.00184,,,0.00045,,,,9e-05,0.00117,0.00362,2e-11,,3e-234,1e-10,,0.0,0.3,0.0002,5.0000000000000004e-29,6e-20,,,6e-06,,,,0.6,1.0,1e-37,sel1
sele,SELE,Proteins,0.0126,0.85847,0.00261,0.00463,,0.09045,0.00248,0.00123,0.02137,0.00426,,,0.00026,,,,5e-05,0.00156,3e-05,2.0000000000000002e-60,,0.002,6e-38,,0.0,8.000000000000001e-29,5e-09,2e-206,3e-48,,,0.0003,,,,0.8,0.7,0.2,sele
selenop,SELENOP,Proteins,0.00439,0.96706,0.01436,0.0033,,0.00085,0.0004,0.00214,0.00427,0.00088,,,8e-05,,,,0.00025,0.00176,0.00025,2e-19,,9e-112,3e-21,,8e-10,2e-05,2e-15,2e-14,4e-10,,,0.06,,,,0.05,0.5,0.0009,sele1
sell,SELL,Proteins,0.0052,0.91944,0.02677,0.00166,,3e-05,0.0003,0.0002,0.03274,0.01211,,,0.00012,,,,5e-05,0.00127,0.00011,1e-18,,1e-259,1e-08,,0.2,0.0002,0.6,2e-318,2.0000000000000003e-124,,,0.02,,,,0.8,1.0,0.02,sell
selp,SELP,Proteins,0.00673,0.95248,0.0032,0.00674,,0.00895,6e-05,0.00165,0.00638,0.00462,,,0.00773,,,,5e-05,0.00141,1e-05,9e-28,,1e-20,6e-52,,9e-89,0.1,2e-11,1e-51,8e-47,,,6e-77,,,,0.8,1.0,0.6,selp
selplg,SELPLG,Proteins,0.03356,0.9206,0.00504,0.00337,,0.0239,0.00026,0.00038,0.00278,0.00814,,,1e-05,,,,4e-05,0.00109,0.00082,2e-280,,3e-34,5e-23,,3.0000000000000002e-239,0.0005,0.1,2e-11,2e-83,,,0.6,,,,0.9,1.0,7e-10,selp1
sema3f,SEMA3F,Proteins,0.0257,0.78502,0.02653,0.00428,,0.11403,0.0003,0.00083,0.01106,1e-05,,,0.02822,,,,0.00013,0.00228,0.00162,1e-217,,2e-256,8e-38,,0.0,6e-05,5e-06,1e-77,0.4,,,0.0,,,,0.2,0.005,7e-21,sema
sema3g,SEMA3G,Proteins,0.00312,0.97756,0.00275,0.00087,,3e-05,0.00025,0.00021,0.01258,3e-05,,,0.00032,,,,5e-05,0.00123,0.001,2e-09,,9.999999999999999e-27,0.01,,0.3,0.001,0.6,5e-118,0.3,,,0.0002,,,,0.8,1.0,5e-11,sema1
sema4c,SEMA4C,Proteins,0.00096,0.93093,0.03579,0.00414,,0.00543,0.00013,0.00292,0.01039,0.00358,,,0.00339,,,,8e-05,0.00115,0.00111,0.0003,,2e-312,2.0000000000000002e-29,,1e-55,0.02,4.0000000000000004e-23,3e-65,2e-37,,,2e-35,,,,0.6,1.0,1e-12,sema2
sema4d,SEMA4D,Proteins,0.00176,0.96102,0.00279,0.01053,,0.00873,6e-05,0.00153,0.00152,7e-05,,,0.01022,,,,0.00016,0.00162,0.0,2e-08,,9e-19,9.999999999999999e-87,,1.9999999999999998e-86,0.1,2e-10,4e-06,0.08,,,5e-101,,,,0.2,0.9,0.9,sema3
sema6c,SEMA6C,Proteins,0.00185,0.98806,0.00017,0.0008,,1e-05,0.0,0.00027,0.0062,0.0011,,,1e-05,,,,7e-05,0.00131,0.00014,5e-08,,0.7,0.03,,0.5,0.9,0.4,3e-57,9e-12,,,0.5,,,,0.7,1.0,0.02,sema4
sema7a,SEMA7A,Proteins,0.00279,0.94642,0.01674,0.00208,,0.02174,0.0,0.00083,0.00358,0.00307,,,0.0,,,,6e-05,0.00134,0.00134,2e-13,,2.0000000000000003e-165,1e-11,,9e-214,0.7,9e-05,5.0000000000000005e-37,4.999999999999999e-32,,,0.7,,,,0.7,1.0,7e-15,sema5
septin3,SEPTIN3,Proteins,0.00186,0.95165,0.02615,0.00157,,0.0035,2e-05,0.0004,0.00744,0.00578,,,6e-05,,,,2e-05,0.00094,0.00061,1e-05,,8e-250,1e-07,,2.9999999999999998e-36,0.3,0.08,4.999999999999999e-69,1e-58,,,0.1,,,,1.0,1.0,2e-07,sept
septin7,SEPTIN7,Proteins,0.0007,0.99425,3e-05,0.00278,,0.00018,4e-05,0.00041,3e-05,1e-05,,,0.00028,,,,0.00011,0.00119,1e-05,0.004,,1.0,7e-16,,0.006,0.2,0.1,0.8,0.6,,,0.0005,,,,0.5,1.0,0.6,sept1
septin8,SEPTIN8,Proteins,0.01918,0.84641,0.05643,0.02285,,0.03017,0.00164,0.00283,0.00965,0.00456,,,0.00062,,,,0.0001,0.00164,0.00391,2e-167,,0.0,1e-229,,0.0,7e-20,3.9999999999999997e-25,2e-96,5e-52,,,2e-08,,,,0.4,0.4,6e-45,sept2
septin9,SEPTIN9,Proteins,0.00164,0.97252,0.00096,0.01455,,0.0044,1e-05,0.00277,0.00091,0.0002,,,2e-05,,,,5e-05,0.00194,3e-05,2e-08,,0.0006,6e-121,,1e-43,0.4,1e-20,0.002,0.003,,,0.3,,,,0.8,0.7,0.2,sept3
serpina1,SERPINA1,Proteins,0.00079,0.98877,0.00106,0.00243,,9e-05,0.00017,0.00044,0.00126,0.00328,,,7e-05,,,,4e-05,0.00097,0.00062,0.0001,,8e-09,3e-13,,0.05,0.007,0.06,1e-10,3e-32,,,0.09,,,,0.9,1.0,3e-07,serp
serpina11,SERPINA11,Proteins,0.00637,0.78369,0.02457,0.00144,,0.00949,5e-05,0.00071,0.17045,0.00015,,,0.00104,,,,1e-05,0.00111,0.00092,1e-57,,1e-280,6e-09,,1e-114,0.09,5e-05,0.0,0.004,,,5e-14,,,,1.0,1.0,1e-12,serp1
serpina12,SERPINA12,Proteins,0.02625,0.91313,0.00156,0.00321,,0.00489,0.00027,0.0009,0.04517,0.00073,,,0.00217,,,,0.00013,0.00158,1e-05,8e-216,,0.5,6e-21,,7e-50,0.0005,3e-05,0.0,1e-08,,,5e-23,,,,0.3,0.9,0.5,serp2
serpina3,SERPINA3,Proteins,0.00263,0.95583,0.00888,0.00119,,0.0056,0.00083,0.00055,0.01767,0.00398,,,0.0,,,,0.00019,0.00121,0.00144,7e-10,,6e-72,8e-05,,1.9999999999999999e-56,1e-09,0.01,1e-156,1e-40,,,0.8,,,,0.1,1.0,9e-16,serp3
serpina4,SERPINA4,Proteins,0.00136,0.96476,0.01057,0.00184,,0.00423,0.00045,0.0005,0.01461,1e-05,,,7e-05,,,,7e-05,0.00116,0.00036,0.0009,,6.999999999999999e-30,3e-09,,5e-42,9e-06,0.03,3e-68,0.5,,,0.08,,,,0.7,1.0,7e-05,serp4
serpina5,SERPINA5,Proteins,0.01554,0.90293,0.01209,0.00469,,0.04947,2e-05,0.00126,0.00935,0.00034,,,0.00178,,,,0.00047,0.00166,0.0004,1e-137,,2e-44,1e-35,,0.0,0.3,1e-08,3e-16,7e-05,,,6e-20,,,,0.0005,0.5,1e-05,serp5
serpina6,SERPINA6,Proteins,0.00565,0.79184,0.00699,0.00138,,0.02047,0.0,0.00056,0.17097,0.0,,,3e-05,,,,0.0001,0.0014,0.00061,6e-23,,5.999999999999999e-42,3e-08,,1e-240,0.8,0.001,0.0,0.9,,,0.2,,,,0.4,0.6,9e-09,serp6
serpina7,SERPINA7,Proteins,0.0055,0.93276,0.00017,0.00322,,0.02117,0.00064,0.00048,0.03422,0.00014,,,1e-05,,,,4e-05,0.00166,0.0,5e-22,,0.09,1e-21,,7.000000000000001e-212,6e-08,0.02,0.0,0.01,,,0.5,,,,0.9,0.6,0.9,serp7
serpina9,SERPINA9,Proteins,0.00761,0.94838,0.02283,0.0011,,0.01004,1e-05,0.00046,0.00519,0.00034,,,0.00233,,,,4e-05,0.00115,0.00053,1e-57,,2e-204,0.0003,,8e-99,0.4,0.04,2e-35,0.0001,,,2.0000000000000002e-24,,,,0.9,1.0,1e-06,serp8
serpinb1,SERPINB1,Proteins,0.00243,0.94061,0.0008,0.03705,,0.0045,2e-05,0.00525,0.00174,0.00039,,,0.0048,,,,5e-05,0.00235,1e-05,3e-13,,0.03,0.0,,5e-46,0.3,2e-44,7e-12,2e-05,,,5.000000000000001e-49,,,,0.8,0.09,0.6,serp9
serpinb5,SERPINB5,Proteins,0.00079,0.99254,0.00011,0.0009,,0.00028,1e-05,0.00035,0.0036,0.0,,,0.0,,,,0.00014,0.00122,7e-05,0.001,,0.03,0.01,,0.0006,0.5,0.2,9e-35,1.0,,,0.9,,,,0.3,1.0,0.09,serp10
serpinb6,SERPINB6,Proteins,0.00253,0.94882,0.00109,0.03263,,0.00327,3e-05,0.00319,0.00134,0.00014,,,0.00485,,,,8e-05,0.00203,1e-05,3e-13,,0.005,3e-295,,6e-34,0.2,3e-25,1e-05,0.01,,,2.0000000000000003e-49,,,,0.6,0.4,0.5,serp11
serpinb8,SERPINB8,Proteins,0.00269,0.90846,0.00612,0.01754,,0.04474,0.00125,0.00264,0.00736,0.00641,,,8e-05,,,,0.00013,0.00128,0.00132,2e-17,,6.999999999999999e-62,1e-161,,0.0,1e-14,2e-21,1e-74,6e-68,,,0.05,,,,0.3,1.0,3e-15,serp12
serpinb9,SERPINB9,Proteins,0.00257,0.95924,0.00128,0.02429,,0.00108,0.0,0.00384,0.00047,0.00013,,,0.00481,,,,6e-05,0.00217,7e-05,2e-13,,2e-09,7.000000000000001e-212,,5e-12,0.7,1.9999999999999998e-30,0.5,0.02,,,5e-48,,,,0.8,0.3,0.09,serp13
serpinc1,SERPINC1,Proteins,0.0032,0.92099,0.01525,0.00178,,0.01804,0.0,0.0007,0.03825,0.00031,,,0.0,,,,0.00014,0.0011,0.00025,1e-06,,4e-21,1e-09,,4e-183,0.6,0.0006,4e-251,0.0002,,,0.7,,,,0.2,1.0,0.0006,serp14
serpind1,SERPIND1,Proteins,0.00692,0.86279,0.00367,0.00388,,0.0709,0.00092,0.00148,0.03077,0.01665,,,0.00026,,,,5e-05,0.00151,0.00018,3e-37,,2e-16,3e-30,,0.0,1e-11,3e-11,7.000000000000001e-305,2e-180,,,0.0003,,,,0.8,0.6,0.003,serp15
serpine1,SERPINE1,Proteins,0.01113,0.9173,0.00086,0.00371,,0.02748,0.0,0.00112,0.003,0.00617,,,0.0274,,,,0.00022,0.00162,0.0,1.0000000000000001e-81,,0.0007,1.9999999999999998e-26,,4.0000000000000004e-278,0.9,2e-07,4.9999999999999996e-26,1e-64,,,2e-277,,,,0.06,0.8,0.8,serp16
serpine2,SERPINE2,Proteins,0.00355,0.97898,0.00064,0.00308,,0.00172,0.00015,0.00088,0.00079,0.00265,,,0.00516,,,,0.00017,0.002,0.00024,6e-12,,0.001,4e-19,,4e-18,0.01,7e-05,4e-05,4e-27,,,4e-51,,,,0.2,0.4,0.001,serp17
serpinf1,SERPINF1,Proteins,0.00582,0.74037,0.0101,0.00326,,0.18866,0.00119,0.0006,0.04627,0.00121,,,0.00087,,,,5e-05,0.00128,0.00031,2e-41,,1.0000000000000001e-82,6e-29,,0.0,2e-16,0.0003,0.0,1e-16,,,2e-12,,,,0.7,0.7,2e-05,serp18
serpinf2,SERPINF2,Proteins,0.00253,0.90435,0.01252,0.00249,,0.01305,0.00014,0.00065,0.05844,0.00386,,,0.0,,,,8e-05,0.00102,0.00086,2e-08,,1e-16,1e-15,,2e-133,0.01,0.001,0.0,5e-41,,,0.6,,,,0.6,1.0,2e-10,serp19
serping1,SERPING1,Proteins,0.0036,0.92113,0.02751,0.00161,,0.00328,0.00141,0.00055,0.02684,0.01194,,,0.00081,,,,6e-05,0.00124,1e-05,4e-19,,1e-153,3e-08,,4e-35,5e-16,0.008,6e-147,3e-122,,,8e-10,,,,0.7,1.0,0.5,serp20
serpinh1,SERPINH1,Proteins,0.00122,0.9512,0.00039,0.02853,,0.00785,0.00012,0.00289,0.0034,0.0005,,,0.00173,,,,6e-05,0.00211,1e-05,0.0005,,0.002,2e-252,,1e-77,0.02,4e-22,5e-33,3e-06,,,2e-18,,,,0.8,0.1,0.6,serp21
